link,container,search,mode,title_tag,title_attr,title_attr_name,date_tag,date_attr,date_attr_name,date_split,start_end_date_split,time_method,time_tag,time_attr,time_attr_name,time_split,start_end_time_split,address_method,address_tag,address_attr,address_attr_name,address_split,info_method,info_tag,info_attr,info_attr_name,info_split
https://www.uwcatlanticexperience.com/event/,,eventbrite,search,h1,class,event-title,div,class,date-and-time,0,,meta,meta,data-testid,event-start-date-tz,0,-,meta,meta,name,twitter:data1,-999,tag,p,class,summary,-999
