link,title,full_date,start_date,end_date,sort_date,month,location,location_search,info,name,favicon,root
https://www.cardiffcastle.com/events/christmas-festival-castellana/,Christmas Festival - Castellana,01                         Dec                         2022                         -                         01                         Jan                         2023,Thu 01 Dec,Sun 01 Jan,2022-12-01,December,"The Spiegeltent, Cardiff Castle Grounds, Castle Street, Cardiff, CF10 3RB",The Spiegeltent  Cardiff Castle Grounds  Castle Street  Cardiff  CF10 3RB,"Castellana is a sensational blend of cabaret, burlesque and comedy with a hint of naughtiness with anthemic music.",Cardiff Caste,https://www.cardiffcastle.com/app/uploads/2020/05/cardiff-castle-logo-small.png,https://www.cardiffcastle.com/ 
https://www.cardiffcastle.com/events/christmas-festival-santas-wish/,Christmas Festival - Santa's Wish,02                         Dec                         2022                         -                         31                         Dec                         2022,Fri 02 Dec,Sat 31 Dec,2022-12-02,December,"The Spiegeltent, Cardiff Castle Grounds, Castle Street, Cardiff, CF10 3RB",The Spiegeltent  Cardiff Castle Grounds  Castle Street  Cardiff  CF10 3RB,"Santa's Wish is a heart-warming family musical adventure, enriched with original songs, immersive storytelling and a sprinkling of circus magic.",Cardiff Caste,https://www.cardiffcastle.com/app/uploads/2020/05/cardiff-castle-logo-small.png,https://www.cardiffcastle.com/ 
https://www.cardiffcastle.com/events/sting/,Sting,02                             Jul                             2023,Sun 02 Jul,,2023-07-02,July,"Cardiff Castle, Castle Street, Cardiff CF10 3RB",Cardiff Castle  Castle Street  Cardiff CF10 3RB,"Sting is bringing his My Songs 2023 tour to Cardiff Castle, live on Sun 2 July 2023. Presented by DEPOT Live.",Cardiff Caste,https://www.cardiffcastle.com/app/uploads/2020/05/cardiff-castle-logo-small.png,https://www.cardiffcastle.com/ 
https://www.cardiffcastle.com/events/the-lumineers/,The Lumineers,07                             Jul                             2023,Fri 07 Jul,,2023-07-07,July,"Cardiff Castle, Castle Street, Cardiff CF10 3RB",Cardiff Castle  Castle Street  Cardiff CF10 3RB,"The Lumineers bring their Brightside World Tour to Cardiff Castle, live on Fri 7 July 2023. Presented by DEPOT Live.",Cardiff Caste,https://www.cardiffcastle.com/app/uploads/2020/05/cardiff-castle-logo-small.png,https://www.cardiffcastle.com/ 
https://www.eventbrite.co.uk/e/festive-cafe-concert-performed-by-students-of-uwc-atlantic-tickets-465716740307,Festive Café Concert - Performed By Students Of Uwc Atlantic,"Wed, 7 Dec 2022, 15:00 GMT",Wed 07 Dec,Wed 07 Dec,2022-12-07,December,"Saint Donat's, Llantwit Major, CF611WF",Saint Donat's  Llantwit Major  CF611WF,"Join us at our Festive Café Concert at St Donat's Castle, performed by our very own UWC Atlantic students!",UWC Atlantic College,https://www.uwcatlanticexperience.com/wp-content/uploads/2022/02/cropped-UWC-Fav-Icon-U-32x32.png ,https://www.uwcatlanticexperience.com/ 
https://www.eventbrite.co.uk/e/festive-film-and-afternoon-tea-at-st-donats-castle-tickets-445168660447,Festive Film And Afternoon Tea At St Donat's Castle,"Sat, 10 December 2022, 13:30 – 17:30 GMT",Sat 10 Dec,Sat 10 Dec,2022-12-10,December,"UWC Atlantic College St Donat's Castle, Saint Donats, CF61 1WF",UWC Atlantic College St Donat's Castle  Saint Donats  CF61 1WF,"A  joyful family-friendly celebration, enjoy a delicious festive themed afternoon tea, screening of ‘Elf' and a visit from Santa himself",UWC Atlantic College,https://www.uwcatlanticexperience.com/wp-content/uploads/2022/02/cropped-UWC-Fav-Icon-U-32x32.png ,https://www.uwcatlanticexperience.com/ 
https://www.eventbrite.co.uk/e/festive-film-and-brunch-at-st-donats-castle-tickets-429178503457,Festive Film And Brunch At St Donat's Castle,"Sun, 11 December 2022, 09:30 – 12:30 GMT",Sun 11 Dec,Sun 11 Dec,2022-12-11,December,"UWC Atlantic College St Donat's Castle, Saint Donats, CF61 1WF",UWC Atlantic College St Donat's Castle  Saint Donats  CF61 1WF,Start the day with festive cheer and join us at the magical St Donat's Castle for family brunch in the grand hogwarts-esque Dining Hall.,UWC Atlantic College,https://www.uwcatlanticexperience.com/wp-content/uploads/2022/02/cropped-UWC-Fav-Icon-U-32x32.png ,https://www.uwcatlanticexperience.com/ 
https://www.eventbrite.co.uk/e/festive-film-and-afternoon-tea-at-st-donats-castle-tickets-423955280657,Festive Film And Afternoon Tea At St Donat's Castle,"Sun, 11 December 2022, 13:30 – 17:30 GMT",Sun 11 Dec,Sun 11 Dec,2022-12-11,December,"UWC Atlantic College St Donat's Castle, Saint Donats, CF61 1WF",UWC Atlantic College St Donat's Castle  Saint Donats  CF61 1WF,"A  joyful family-friendly celebration, enjoy a delicious festive themed afternoon tea, screening of ‘Elf' and a visit from Santa himself",UWC Atlantic College,https://www.uwcatlanticexperience.com/wp-content/uploads/2022/02/cropped-UWC-Fav-Icon-U-32x32.png ,https://www.uwcatlanticexperience.com/ 
https://www.eventbrite.co.uk/e/st-donats-castle-tour-and-festive-afternoon-tea-tickets-432684038607,St Donat's Castle Tour And Festive Afternoon Tea,"Tue, 13 December 2022, 13:30 – 16:30 GMT",Tue 13 Dec,Tue 13 Dec,2022-12-13,December,"UWC Atlantic College, Llantwit Major, CF61 1WF",UWC Atlantic College  Llantwit Major  CF61 1WF,Explore St Donat's hidden delights on your guided tour through the Castle and enjoy a Festive Afternoon Tea,UWC Atlantic College,https://www.uwcatlanticexperience.com/wp-content/uploads/2022/02/cropped-UWC-Fav-Icon-U-32x32.png ,https://www.uwcatlanticexperience.com/ 
https://www.eventbrite.co.uk/e/christmas-wreath-making-workshop-at-st-donats-castle-tickets-421309707677,Christmas Wreath Making Workshop At St Donat's Castle,"Thu, 15 December 2022, 18:30 – 21:30 GMT",Thu 15 Dec,Thu 15 Dec,2022-12-15,December,"UWC Atlantic College St Donat's Castle, Saint Donats, CF61 1WF",UWC Atlantic College St Donat's Castle  Saint Donats  CF61 1WF,Let Wild Meadow Floral guide you as you create your statement wreath to proudly hang on your front door this Christmas.,UWC Atlantic College,https://www.uwcatlanticexperience.com/wp-content/uploads/2022/02/cropped-UWC-Fav-Icon-U-32x32.png ,https://www.uwcatlanticexperience.com/ 
http://www.margamcountrypark.co.uk//2128?event_id=34267,Luminate,Thu 17 Nov 2022,Thu 17 Nov,Thu 17 Nov,2022-11-17,November,"Margam Country Park, Margam, Port Talbot, SA13 2TJ ",Margam Country Park  Margam  Port Talbot  SA13 2TJ ,"Following another sell-out year in 2021, Luminate Wales returns to Margam Country Park and Castle in Winter 2022. A spectacular, illuminated trail, full of wonder and intrigue, to delight and enthral your senses. As darkness descends, join us on our enchanting journey, as we weave a captivating light trail through the stunning, historic gardens of Margam Country Park and Castle. Immerse yourself in our mesmerising mile long walk, encapsulating some of your highlights from 2019 & 2020 along with stunning new elements, added to re-amaze you for 2022.  A Timeless experience to be enjoyed by all, young and old alike. The trail is open nightly from Thursday 17th November 2022 until Monday 2nd January 2023 (closed Christmas Day). Tickets must be pre-booked, online in advance.",Margam Park,./static/images/margam_logo.png,http://www.margamcountrypark.co.uk/
http://www.margamcountrypark.co.uk//2128?event_id=34320,The Margam Community Christmas Tree Festival,Thu 17 Nov 2022,Thu 17 Nov,Thu 17 Nov,2022-11-17,November,"Margam Country Park, Margam, Port Talbot, SA13 2TJ ",Margam Country Park  Margam  Port Talbot  SA13 2TJ ,"In partnership with the Friends of Margam Park. The Park is pleased to be organising a Community Christmas Tree Festival for the second time following the success of the 2019 festival. This special event aims to bring Park groups, community groups, schools, businesses, and visitors together making a beautiful festive display for all to enjoy. Visitor Entry to the festival in the Castle will be by donation.",Margam Park,./static/images/margam_logo.png,http://www.margamcountrypark.co.uk/
http://www.margamcountrypark.co.uk//2128?event_id=34268,Luminate,Fri 18 Nov 2022,Fri 18 Nov,Fri 18 Nov,2022-11-18,November,"Margam Country Park, Margam, Port Talbot, SA13 2TJ ",Margam Country Park  Margam  Port Talbot  SA13 2TJ ,"Following another sell-out year in 2021, Luminate Wales returns to Margam Country Park and Castle in Winter 2022. A spectacular, illuminated trail, full of wonder and intrigue, to delight and enthral your senses. As darkness descends, join us on our enchanting journey, as we weave a captivating light trail through the stunning, historic gardens of Margam Country Park and Castle. Immerse yourself in our mesmerising mile long walk, encapsulating some of your highlights from 2019 & 2020 along with stunning new elements, added to re-amaze you for 2022.  A Timeless experience to be enjoyed by all, young and old alike. The trail is open nightly from Thursday 17th November 2022 until Monday 2nd January 2023 (closed Christmas Day). Tickets must be pre-booked, online in advance.",Margam Park,./static/images/margam_logo.png,http://www.margamcountrypark.co.uk/
http://www.margamcountrypark.co.uk//2128?event_id=34321,The Margam Community Christmas Tree Festival,Fri 18 Nov 2022,Fri 18 Nov,Fri 18 Nov,2022-11-18,November,"Margam Country Park, Margam, Port Talbot, SA13 2TJ ",Margam Country Park  Margam  Port Talbot  SA13 2TJ ,"In partnership with the Friends of Margam Park. The Park is pleased to be organising a Community Christmas Tree Festival for the second time following the success of the 2019 festival. This special event aims to bring Park groups, community groups, schools, businesses, and visitors together making a beautiful festive display for all to enjoy. Visitor Entry to the festival in the Castle will be by donation.",Margam Park,./static/images/margam_logo.png,http://www.margamcountrypark.co.uk/
http://www.margamcountrypark.co.uk//2128?event_id=34269,Luminate,Sat 19 Nov 2022,Sat 19 Nov,Sat 19 Nov,2022-11-19,November,"Margam Country Park, Margam, Port Talbot, SA13 2TJ ",Margam Country Park  Margam  Port Talbot  SA13 2TJ ,"Following another sell-out year in 2021, Luminate Wales returns to Margam Country Park and Castle in Winter 2022. A spectacular, illuminated trail, full of wonder and intrigue, to delight and enthral your senses. As darkness descends, join us on our enchanting journey, as we weave a captivating light trail through the stunning, historic gardens of Margam Country Park and Castle. Immerse yourself in our mesmerising mile long walk, encapsulating some of your highlights from 2019 & 2020 along with stunning new elements, added to re-amaze you for 2022.  A Timeless experience to be enjoyed by all, young and old alike. The trail is open nightly from Thursday 17th November 2022 until Monday 2nd January 2023 (closed Christmas Day). Tickets must be pre-booked, online in advance.",Margam Park,./static/images/margam_logo.png,http://www.margamcountrypark.co.uk/
http://www.margamcountrypark.co.uk//2128?event_id=34322,The Margam Community Christmas Tree Festival,Sat 19 Nov 2022,Sat 19 Nov,Sat 19 Nov,2022-11-19,November,"Margam Country Park, Margam, Port Talbot, SA13 2TJ ",Margam Country Park  Margam  Port Talbot  SA13 2TJ ,"In partnership with the Friends of Margam Park. The Park is pleased to be organising a Community Christmas Tree Festival for the second time following the success of the 2019 festival. This special event aims to bring Park groups, community groups, schools, businesses, and visitors together making a beautiful festive display for all to enjoy. Visitor Entry to the festival in the Castle will be by donation.",Margam Park,./static/images/margam_logo.png,http://www.margamcountrypark.co.uk/
http://www.margamcountrypark.co.uk//2128?event_id=34209,Cancelled Sundays With The Tadorna Wildlife Team,Sun 20 Nov 2022,Sun 20 Nov,Sun 20 Nov,2022-11-20,November,"Margam Country Park, Margam, Port Talbot, SA13 2TJ ",Margam Country Park  Margam  Port Talbot  SA13 2TJ ,"Wild Sundays are a great way to end the week, with wildlife fun for all the ages! 11am-12pm - Young Wildlife Rangers (free). 1pm-2pm - Discover the Margam Deer Walk (free). 2.30pm-3.30pm - Nature craft activities in the Castle (£1 donation). Meet in the Castle Visitor Courtyard to start your adventure.",Margam Park,./static/images/margam_logo.png,http://www.margamcountrypark.co.uk/
http://www.margamcountrypark.co.uk//2128?event_id=34270,Luminate,Sun 20 Nov 2022,Sun 20 Nov,Sun 20 Nov,2022-11-20,November,"Margam Country Park, Margam, Port Talbot, SA13 2TJ ",Margam Country Park  Margam  Port Talbot  SA13 2TJ ,"Following another sell-out year in 2021, Luminate Wales returns to Margam Country Park and Castle in Winter 2022. A spectacular, illuminated trail, full of wonder and intrigue, to delight and enthral your senses. As darkness descends, join us on our enchanting journey, as we weave a captivating light trail through the stunning, historic gardens of Margam Country Park and Castle. Immerse yourself in our mesmerising mile long walk, encapsulating some of your highlights from 2019 & 2020 along with stunning new elements, added to re-amaze you for 2022.  A Timeless experience to be enjoyed by all, young and old alike. The trail is open nightly from Thursday 17th November 2022 until Monday 2nd January 2023 (closed Christmas Day). Tickets must be pre-booked, online in advance.",Margam Park,./static/images/margam_logo.png,http://www.margamcountrypark.co.uk/
http://www.margamcountrypark.co.uk//2128?event_id=34314,The Margam Community Christmas Tree Festival,Sun 20 Nov 2022,Sun 20 Nov,Sun 20 Nov,2022-11-20,November,"Margam Country Park, Margam, Port Talbot, SA13 2TJ ",Margam Country Park  Margam  Port Talbot  SA13 2TJ ,"In partnership with the Friends of Margam Park. The Park is pleased to be organising a Community Christmas Tree Festival for the second time following the success of the 2019 festival. This special event aims to bring Park groups, community groups, schools, businesses, and visitors together making a beautiful festive display for all to enjoy. Visitor Entry to the festival in the Castle will be by donation.",Margam Park,./static/images/margam_logo.png,http://www.margamcountrypark.co.uk/
http://www.margamcountrypark.co.uk//2128?event_id=34271,Luminate,Mon 21 Nov 2022,Mon 21 Nov,Mon 21 Nov,2022-11-21,November,"Margam Country Park, Margam, Port Talbot, SA13 2TJ ",Margam Country Park  Margam  Port Talbot  SA13 2TJ ,"Following another sell-out year in 2021, Luminate Wales returns to Margam Country Park and Castle in Winter 2022. A spectacular, illuminated trail, full of wonder and intrigue, to delight and enthral your senses. As darkness descends, join us on our enchanting journey, as we weave a captivating light trail through the stunning, historic gardens of Margam Country Park and Castle. Immerse yourself in our mesmerising mile long walk, encapsulating some of your highlights from 2019 & 2020 along with stunning new elements, added to re-amaze you for 2022.  A Timeless experience to be enjoyed by all, young and old alike. The trail is open nightly from Thursday 17th November 2022 until Monday 2nd January 2023 (closed Christmas Day). Tickets must be pre-booked, online in advance.",Margam Park,./static/images/margam_logo.png,http://www.margamcountrypark.co.uk/
http://www.margamcountrypark.co.uk//2128?event_id=34323,The Margam Community Christmas Tree Festival,Mon 21 Nov 2022,Mon 21 Nov,Mon 21 Nov,2022-11-21,November,"Margam Country Park, Margam, Port Talbot, SA13 2TJ ",Margam Country Park  Margam  Port Talbot  SA13 2TJ ,"In partnership with the Friends of Margam Park. The Park is pleased to be organising a Community Christmas Tree Festival for the second time following the success of the 2019 festival. This special event aims to bring Park groups, community groups, schools, businesses, and visitors together making a beautiful festive display for all to enjoy. Visitor Entry to the festival in the Castle will be by donation.",Margam Park,./static/images/margam_logo.png,http://www.margamcountrypark.co.uk/
http://www.margamcountrypark.co.uk//2128?event_id=34272,Luminate,Tue 22 Nov 2022,Tue 22 Nov,Tue 22 Nov,2022-11-22,November,"Margam Country Park, Margam, Port Talbot, SA13 2TJ ",Margam Country Park  Margam  Port Talbot  SA13 2TJ ,"Following another sell-out year in 2021, Luminate Wales returns to Margam Country Park and Castle in Winter 2022. A spectacular, illuminated trail, full of wonder and intrigue, to delight and enthral your senses. As darkness descends, join us on our enchanting journey, as we weave a captivating light trail through the stunning, historic gardens of Margam Country Park and Castle. Immerse yourself in our mesmerising mile long walk, encapsulating some of your highlights from 2019 & 2020 along with stunning new elements, added to re-amaze you for 2022.  A Timeless experience to be enjoyed by all, young and old alike. The trail is open nightly from Thursday 17th November 2022 until Monday 2nd January 2023 (closed Christmas Day). Tickets must be pre-booked, online in advance.",Margam Park,./static/images/margam_logo.png,http://www.margamcountrypark.co.uk/
http://www.margamcountrypark.co.uk//2128?event_id=34324,The Margam Community Christmas Tree Festival,Tue 22 Nov 2022,Tue 22 Nov,Tue 22 Nov,2022-11-22,November,"Margam Country Park, Margam, Port Talbot, SA13 2TJ ",Margam Country Park  Margam  Port Talbot  SA13 2TJ ,"In partnership with the Friends of Margam Park. The Park is pleased to be organising a Community Christmas Tree Festival for the second time following the success of the 2019 festival. This special event aims to bring Park groups, community groups, schools, businesses, and visitors together making a beautiful festive display for all to enjoy. Visitor Entry to the festival in the Castle will be by donation.",Margam Park,./static/images/margam_logo.png,http://www.margamcountrypark.co.uk/
http://www.margamcountrypark.co.uk//2128?event_id=34273,Luminate,Wed 23 Nov 2022,Wed 23 Nov,Wed 23 Nov,2022-11-23,November,"Margam Country Park, Margam, Port Talbot, SA13 2TJ ",Margam Country Park  Margam  Port Talbot  SA13 2TJ ,"Following another sell-out year in 2021, Luminate Wales returns to Margam Country Park and Castle in Winter 2022. A spectacular, illuminated trail, full of wonder and intrigue, to delight and enthral your senses. As darkness descends, join us on our enchanting journey, as we weave a captivating light trail through the stunning, historic gardens of Margam Country Park and Castle. Immerse yourself in our mesmerising mile long walk, encapsulating some of your highlights from 2019 & 2020 along with stunning new elements, added to re-amaze you for 2022.  A Timeless experience to be enjoyed by all, young and old alike. The trail is open nightly from Thursday 17th November 2022 until Monday 2nd January 2023 (closed Christmas Day). Tickets must be pre-booked, online in advance.",Margam Park,./static/images/margam_logo.png,http://www.margamcountrypark.co.uk/
http://www.margamcountrypark.co.uk//2128?event_id=34325,The Margam Community Christmas Tree Festival,Wed 23 Nov 2022,Wed 23 Nov,Wed 23 Nov,2022-11-23,November,"Margam Country Park, Margam, Port Talbot, SA13 2TJ ",Margam Country Park  Margam  Port Talbot  SA13 2TJ ,"In partnership with the Friends of Margam Park. The Park is pleased to be organising a Community Christmas Tree Festival for the second time following the success of the 2019 festival. This special event aims to bring Park groups, community groups, schools, businesses, and visitors together making a beautiful festive display for all to enjoy. Visitor Entry to the festival in the Castle will be by donation.",Margam Park,./static/images/margam_logo.png,http://www.margamcountrypark.co.uk/
http://www.margamcountrypark.co.uk//2128?event_id=34274,Luminate,Thu 24 Nov 2022,Thu 24 Nov,Thu 24 Nov,2022-11-24,November,"Margam Country Park, Margam, Port Talbot, SA13 2TJ ",Margam Country Park  Margam  Port Talbot  SA13 2TJ ,"Following another sell-out year in 2021, Luminate Wales returns to Margam Country Park and Castle in Winter 2022. A spectacular, illuminated trail, full of wonder and intrigue, to delight and enthral your senses. As darkness descends, join us on our enchanting journey, as we weave a captivating light trail through the stunning, historic gardens of Margam Country Park and Castle. Immerse yourself in our mesmerising mile long walk, encapsulating some of your highlights from 2019 & 2020 along with stunning new elements, added to re-amaze you for 2022.  A Timeless experience to be enjoyed by all, young and old alike. The trail is open nightly from Thursday 17th November 2022 until Monday 2nd January 2023 (closed Christmas Day). Tickets must be pre-booked, online in advance.",Margam Park,./static/images/margam_logo.png,http://www.margamcountrypark.co.uk/
http://www.margamcountrypark.co.uk//2128?event_id=34326,The Margam Community Christmas Tree Festival,Thu 24 Nov 2022,Thu 24 Nov,Thu 24 Nov,2022-11-24,November,"Margam Country Park, Margam, Port Talbot, SA13 2TJ ",Margam Country Park  Margam  Port Talbot  SA13 2TJ ,"In partnership with the Friends of Margam Park. The Park is pleased to be organising a Community Christmas Tree Festival for the second time following the success of the 2019 festival. This special event aims to bring Park groups, community groups, schools, businesses, and visitors together making a beautiful festive display for all to enjoy. Visitor Entry to the festival in the Castle will be by donation.",Margam Park,./static/images/margam_logo.png,http://www.margamcountrypark.co.uk/
http://www.margamcountrypark.co.uk//2128?event_id=34275,Luminate,Fri 25 Nov 2022,Fri 25 Nov,Fri 25 Nov,2022-11-25,November,"Margam Country Park, Margam, Port Talbot, SA13 2TJ ",Margam Country Park  Margam  Port Talbot  SA13 2TJ ,"Following another sell-out year in 2021, Luminate Wales returns to Margam Country Park and Castle in Winter 2022. A spectacular, illuminated trail, full of wonder and intrigue, to delight and enthral your senses. As darkness descends, join us on our enchanting journey, as we weave a captivating light trail through the stunning, historic gardens of Margam Country Park and Castle. Immerse yourself in our mesmerising mile long walk, encapsulating some of your highlights from 2019 & 2020 along with stunning new elements, added to re-amaze you for 2022.  A Timeless experience to be enjoyed by all, young and old alike. The trail is open nightly from Thursday 17th November 2022 until Monday 2nd January 2023 (closed Christmas Day). Tickets must be pre-booked, online in advance.",Margam Park,./static/images/margam_logo.png,http://www.margamcountrypark.co.uk/
http://www.margamcountrypark.co.uk//2128?event_id=34327,The Margam Community Christmas Tree Festival,Fri 25 Nov 2022,Fri 25 Nov,Fri 25 Nov,2022-11-25,November,"Margam Country Park, Margam, Port Talbot, SA13 2TJ ",Margam Country Park  Margam  Port Talbot  SA13 2TJ ,"In partnership with the Friends of Margam Park. The Park is pleased to be organising a Community Christmas Tree Festival for the second time following the success of the 2019 festival. This special event aims to bring Park groups, community groups, schools, businesses, and visitors together making a beautiful festive display for all to enjoy. Visitor Entry to the festival in the Castle will be by donation.",Margam Park,./static/images/margam_logo.png,http://www.margamcountrypark.co.uk/
http://www.margamcountrypark.co.uk//2128?event_id=34276,Luminate,Sat 26 Nov 2022,Sat 26 Nov,Sat 26 Nov,2022-11-26,November,"Margam Country Park, Margam, Port Talbot, SA13 2TJ ",Margam Country Park  Margam  Port Talbot  SA13 2TJ ,"Following another sell-out year in 2021, Luminate Wales returns to Margam Country Park and Castle in Winter 2022. A spectacular, illuminated trail, full of wonder and intrigue, to delight and enthral your senses. As darkness descends, join us on our enchanting journey, as we weave a captivating light trail through the stunning, historic gardens of Margam Country Park and Castle. Immerse yourself in our mesmerising mile long walk, encapsulating some of your highlights from 2019 & 2020 along with stunning new elements, added to re-amaze you for 2022.  A Timeless experience to be enjoyed by all, young and old alike. The trail is open nightly from Thursday 17th November 2022 until Monday 2nd January 2023 (closed Christmas Day). Tickets must be pre-booked, online in advance.",Margam Park,./static/images/margam_logo.png,http://www.margamcountrypark.co.uk/
http://www.margamcountrypark.co.uk//2128?event_id=34328,The Margam Community Christmas Tree Festival,Sat 26 Nov 2022,Sat 26 Nov,Sat 26 Nov,2022-11-26,November,"Margam Country Park, Margam, Port Talbot, SA13 2TJ ",Margam Country Park  Margam  Port Talbot  SA13 2TJ ,"In partnership with the Friends of Margam Park. The Park is pleased to be organising a Community Christmas Tree Festival for the second time following the success of the 2019 festival. This special event aims to bring Park groups, community groups, schools, businesses, and visitors together making a beautiful festive display for all to enjoy. Visitor Entry to the festival in the Castle will be by donation.",Margam Park,./static/images/margam_logo.png,http://www.margamcountrypark.co.uk/
http://www.margamcountrypark.co.uk//2128?event_id=36176,The Margam Elf Walk 2022,Sun 27 Nov 2022,Sun 27 Nov,Sun 27 Nov,2022-11-27,November,"Margam Country Park, Margam, Port Talbot, SA13 2TJ ",Margam Country Park  Margam  Port Talbot  SA13 2TJ ,"Join in for some festive fresh air on a family walk around your favourite park. Walk route is family friendly, do wear sensible footwear and warm clothes - with an 'elf' hat, 'elf' suit or Christmas Jumper!!! This is a ticket only event. Adults £3, Children £2 (Under 3's FREE)",Margam Park,./static/images/margam_logo.png,http://www.margamcountrypark.co.uk/
http://www.margamcountrypark.co.uk//2128?event_id=34277,Luminate,Sun 27 Nov 2022,Sun 27 Nov,Sun 27 Nov,2022-11-27,November,"Margam Country Park, Margam, Port Talbot, SA13 2TJ ",Margam Country Park  Margam  Port Talbot  SA13 2TJ ,"Following another sell-out year in 2021, Luminate Wales returns to Margam Country Park and Castle in Winter 2022. A spectacular, illuminated trail, full of wonder and intrigue, to delight and enthral your senses. As darkness descends, join us on our enchanting journey, as we weave a captivating light trail through the stunning, historic gardens of Margam Country Park and Castle. Immerse yourself in our mesmerising mile long walk, encapsulating some of your highlights from 2019 & 2020 along with stunning new elements, added to re-amaze you for 2022.  A Timeless experience to be enjoyed by all, young and old alike. The trail is open nightly from Thursday 17th November 2022 until Monday 2nd January 2023 (closed Christmas Day). Tickets must be pre-booked, online in advance.",Margam Park,./static/images/margam_logo.png,http://www.margamcountrypark.co.uk/
http://www.margamcountrypark.co.uk//2128?event_id=34329,The Margam Community Christmas Tree Festival,Sun 27 Nov 2022,Sun 27 Nov,Sun 27 Nov,2022-11-27,November,"Margam Country Park, Margam, Port Talbot, SA13 2TJ ",Margam Country Park  Margam  Port Talbot  SA13 2TJ ,"In partnership with the Friends of Margam Park. The Park is pleased to be organising a Community Christmas Tree Festival for the second time following the success of the 2019 festival. This special event aims to bring Park groups, community groups, schools, businesses, and visitors together making a beautiful festive display for all to enjoy. Visitor Entry to the festival in the Castle will be by donation.",Margam Park,./static/images/margam_logo.png,http://www.margamcountrypark.co.uk/
http://www.margamcountrypark.co.uk//2128?event_id=34278,Luminate,Mon 28 Nov 2022,Mon 28 Nov,Mon 28 Nov,2022-11-28,November,"Margam Country Park, Margam, Port Talbot, SA13 2TJ ",Margam Country Park  Margam  Port Talbot  SA13 2TJ ,"Following another sell-out year in 2021, Luminate Wales returns to Margam Country Park and Castle in Winter 2022. A spectacular, illuminated trail, full of wonder and intrigue, to delight and enthral your senses. As darkness descends, join us on our enchanting journey, as we weave a captivating light trail through the stunning, historic gardens of Margam Country Park and Castle. Immerse yourself in our mesmerising mile long walk, encapsulating some of your highlights from 2019 & 2020 along with stunning new elements, added to re-amaze you for 2022.  A Timeless experience to be enjoyed by all, young and old alike. The trail is open nightly from Thursday 17th November 2022 until Monday 2nd January 2023 (closed Christmas Day). Tickets must be pre-booked, online in advance.",Margam Park,./static/images/margam_logo.png,http://www.margamcountrypark.co.uk/
http://www.margamcountrypark.co.uk//2128?event_id=34279,Luminate,Tue 29 Nov 2022,Tue 29 Nov,Tue 29 Nov,2022-11-29,November,"Margam Country Park, Margam, Port Talbot, SA13 2TJ ",Margam Country Park  Margam  Port Talbot  SA13 2TJ ,"Following another sell-out year in 2021, Luminate Wales returns to Margam Country Park and Castle in Winter 2022. A spectacular, illuminated trail, full of wonder and intrigue, to delight and enthral your senses. As darkness descends, join us on our enchanting journey, as we weave a captivating light trail through the stunning, historic gardens of Margam Country Park and Castle. Immerse yourself in our mesmerising mile long walk, encapsulating some of your highlights from 2019 & 2020 along with stunning new elements, added to re-amaze you for 2022.  A Timeless experience to be enjoyed by all, young and old alike. The trail is open nightly from Thursday 17th November 2022 until Monday 2nd January 2023 (closed Christmas Day). Tickets must be pre-booked, online in advance.",Margam Park,./static/images/margam_logo.png,http://www.margamcountrypark.co.uk/
http://www.margamcountrypark.co.uk//2128?event_id=34280,Luminate,Wed 30 Nov 2022,Wed 30 Nov,Wed 30 Nov,2022-11-30,November,"Margam Country Park, Margam, Port Talbot, SA13 2TJ ",Margam Country Park  Margam  Port Talbot  SA13 2TJ ,"Following another sell-out year in 2021, Luminate Wales returns to Margam Country Park and Castle in Winter 2022. A spectacular, illuminated trail, full of wonder and intrigue, to delight and enthral your senses. As darkness descends, join us on our enchanting journey, as we weave a captivating light trail through the stunning, historic gardens of Margam Country Park and Castle. Immerse yourself in our mesmerising mile long walk, encapsulating some of your highlights from 2019 & 2020 along with stunning new elements, added to re-amaze you for 2022.  A Timeless experience to be enjoyed by all, young and old alike. The trail is open nightly from Thursday 17th November 2022 until Monday 2nd January 2023 (closed Christmas Day). Tickets must be pre-booked, online in advance.",Margam Park,./static/images/margam_logo.png,http://www.margamcountrypark.co.uk/
http://www.margamcountrypark.co.uk//2128?event_id=34281,Luminate,Thu 01 Dec 2022,Thu 01 Dec,Thu 01 Dec,2022-12-01,December,"Margam Country Park, Margam, Port Talbot, SA13 2TJ ",Margam Country Park  Margam  Port Talbot  SA13 2TJ ,"Following another sell-out year in 2021, Luminate Wales returns to Margam Country Park and Castle in Winter 2022. A spectacular, illuminated trail, full of wonder and intrigue, to delight and enthral your senses. As darkness descends, join us on our enchanting journey, as we weave a captivating light trail through the stunning, historic gardens of Margam Country Park and Castle. Immerse yourself in our mesmerising mile long walk, encapsulating some of your highlights from 2019 & 2020 along with stunning new elements, added to re-amaze you for 2022.  A Timeless experience to be enjoyed by all, young and old alike. The trail is open nightly from Thursday 17th November 2022 until Monday 2nd January 2023 (closed Christmas Day). Tickets must be pre-booked, online in advance.",Margam Park,./static/images/margam_logo.png,http://www.margamcountrypark.co.uk/
