link,title,full_date,print_date,sort_date,month,location,location_search,info,name,favicon,root,max_date,dupl_count,end_date,update_date
http://www.margamcountrypark.co.uk//2128?event_id=34288,Luminate,Thu 08 Dec 2022,Thu 08 Dec,2022-12-08,,"Margam Country Park, Margam, Port Talbot, SA13 2TJ ",Margam Country Park  Margam  Port Talbot  SA13 2TJ ,"Following another sell-out year in 2021, Luminate Wales returns to Margam Country Park and Castle in Winter 2022. A spectacular, illuminated trail, full of wonder and intrigue, to delight and enthral your senses. As darkness descends, join us on our enchanting journey, as we weave a captivating light trail through the stunning, historic gardens of Margam Country Park and Castle. Immerse yourself in our mesmerising mile long walk, encapsulating some of your highlights from 2019 & 2020 along with stunning new elements, added to re-amaze you for 2022.  A Timeless experience to be enjoyed by all, young and old alike. The trail is open nightly from Thursday 17th November 2022 until Monday 2nd January 2023 (closed Christmas Day). Tickets must be pre-booked, online in advance.",Margam Park,./static/images/margam_logo.png,http://www.margamcountrypark.co.uk/,2023-01-02,44,Mon 02 Jan,18 Nov 2022 11:32
https://museum.wales//swansea/whatson/11728/Winter-Vintage-and-Makers-Market/,Winter Vintage And Makers Market,"9–11 December 2022, Friday 6 --8pm Sat & Sun 10am - 4pm",Fri 09 Dec – Sun 11 Dec,2022-12-09,,"St. Fagans, Cardiff CF5 6DP",St. Fagans  Cardiff CF5 6DP,"An exciting mix of vintage delights and local makers, set within the impressive spaces of the Nation...",Museum Wales ,./static/images/st_fagans_favicon.svg,https://museum.wales/,2022-12-09,1,,18 Nov 2022 11:32
https://museum.wales//swansea/whatson/11752/-Little-Mice-Club/, Little Mice Club,9 December 2022,Fri 09 Dec,2022-12-09,,"St. Fagans, Cardiff CF5 6DP",St. Fagans  Cardiff CF5 6DP,"On Friday 9 December between 10.30am-12.30pm, join us for free Christmas themed crafts, Welsh songs ...",Museum Wales ,./static/images/st_fagans_favicon.svg,https://museum.wales/,2022-12-09,1,,18 Nov 2022 11:32
https://museum.wales//swansea/whatson/11730/Big-Museum-Christmas-Quiz-/,Big Museum Christmas Quiz ,"9 December 2022, 7pm",Fri 09 Dec,2022-12-09,,"St. Fagans, Cardiff CF5 6DP",St. Fagans  Cardiff CF5 6DP,Join us for a festive evening of quirky quiz questions. Gather your team and get competitive wi...,Museum Wales ,./static/images/st_fagans_favicon.svg,https://museum.wales/,2022-12-09,1,,18 Nov 2022 11:32
http://www.margamcountrypark.co.uk//2128?event_id=34289,Luminate,Fri 09 Dec 2022,Fri 09 Dec,2022-12-09,,"Margam Country Park, Margam, Port Talbot, SA13 2TJ ",Margam Country Park  Margam  Port Talbot  SA13 2TJ ,"Following another sell-out year in 2021, Luminate Wales returns to Margam Country Park and Castle in Winter 2022. A spectacular, illuminated trail, full of wonder and intrigue, to delight and enthral your senses. As darkness descends, join us on our enchanting journey, as we weave a captivating light trail through the stunning, historic gardens of Margam Country Park and Castle. Immerse yourself in our mesmerising mile long walk, encapsulating some of your highlights from 2019 & 2020 along with stunning new elements, added to re-amaze you for 2022.  A Timeless experience to be enjoyed by all, young and old alike. The trail is open nightly from Thursday 17th November 2022 until Monday 2nd January 2023 (closed Christmas Day). Tickets must be pre-booked, online in advance.",Margam Park,./static/images/margam_logo.png,http://www.margamcountrypark.co.uk/,2023-01-02,44,Mon 02 Jan,18 Nov 2022 11:32
https://www.eventbrite.co.uk/e/festive-film-and-afternoon-tea-at-st-donats-castle-tickets-445168660447,Festive Film And Afternoon Tea At St Donat's Castle,"Sat, 10 December 2022, 13:30 – 17:30 GMT",Sat 10 Dec,2022-12-10,,"UWC Atlantic College St Donat's Castle, Saint Donats, CF61 1WF",UWC Atlantic College St Donat's Castle  Saint Donats  CF61 1WF,"A  joyful family-friendly celebration, enjoy a delicious festive themed afternoon tea, screening of ‘Elf' and a visit from Santa himself",UWC Atlantic College,https://www.uwcatlanticexperience.com/wp-content/uploads/2022/02/cropped-UWC-Fav-Icon-U-32x32.png ,https://www.uwcatlanticexperience.com/ ,2022-12-11,2,Sun 11 Dec,18 Nov 2022 11:32
https://www.visitthevale.com/events/christmas-at-st-donats-castle,Christmas At St Donat's Castle,"December 10, 2022/December 11, 2022",Sat 10 Dec - Sun 11 Dec,2022-12-10,,"St Donat's, Llantwit Major, Vale of Glamorgan, CF61 1WF",St Donat's  Llantwit Major  Vale of Glamorgan  CF61 1WF,Christmas Wreath Making & Festive Film and Brunch at St Donat's Castle,Visit the Vale,https://global-uploads.webflow.com/6023f273f06914e9f46f193b/60509a2e9b7a8c2f25a0b4c7_Site%20Icon.png,https://www.visitthevale.com,2022-12-10,1,,18 Nov 2022 11:32
https://www.visitthevale.com/events/pavilion-open-day-carol-singing-event,Pavilion Open Day & Carol Singing Event,"December 10, 2022/December 10, 2022",Sat 10 Dec - Sat 10 Dec,2022-12-10,,"Penarth Pier Pavilion, The Esplanade, Penarth, CF64 3AU",Penarth Pier Pavilion  The Esplanade  Penarth  CF64 3AU,Join us for Penarth Pavilion’s 2022 Open Day – a chance to meet the team and find out more about this iconic venue!,Visit the Vale,https://global-uploads.webflow.com/6023f273f06914e9f46f193b/60509a2e9b7a8c2f25a0b4c7_Site%20Icon.png,https://www.visitthevale.com,2022-12-10,1,,18 Nov 2022 11:32
https://museum.wales//cardiff/whatson/11771/BBC-100-in-Wales/,Bbc 100 In Wales,10 December 2022 – 16 April 2023,Sat 10 Dec – Sun 16 Apr,2022-12-10,,"St. Fagans, Cardiff CF5 6DP",St. Fagans  Cardiff CF5 6DP,The making of Welsh broadcasting Come and explore 100 years of the history of the BBC in Wales ...,Museum Wales ,./static/images/st_fagans_favicon.svg,https://museum.wales/,2022-12-10,1,,18 Nov 2022 11:32
http://www.margamcountrypark.co.uk//2128?event_id=36183,'Elf Me' Workshops,Sat 10 Dec 2022,Sat 10 Dec,2022-12-10,,"Margam Country Park, Margam, Port Talbot, SA13 2TJ ",Margam Country Park  Margam  Port Talbot  SA13 2TJ ,"The ultimate Christmas experience which will transform YOU into a Margam Park Elf! Perfect for budding elves aged 3-12 years old who want to become official little helpers of Father Christmas. Expect fun, laughter, games, arts & crafts. Transform into a certified elf, complete with rosy red cheeks ready for Christmas action! The workshops are in Margam Castle (Drawing Room and Dining Room) and start at 9.15am, 11.30am and 1.45pm on each day of the deer feeds – ticket price includes watching Santa feed the Margam deer feed. -Please arrive 15 minutes before the session starts. -Parking for the 9.15 am session will be to the rear of the Castle (cars will not be able to leave until the Deer feed has finished and the all clear is given - approx 11.30) . -Parking for the 11.30 am and 1.45 pm sessions are in the main car park, disabled parking options are available. -The castle rooms can be chilly so dress up warm! Children £15, Adult £5 (to include a hot drink and a mince pie!).",Margam Park,./static/images/margam_logo.png,http://www.margamcountrypark.co.uk/,2022-12-18,18,Sun 18 Dec,18 Nov 2022 11:32
http://www.margamcountrypark.co.uk//2128?event_id=36198,Santa Deer Feeds,Sat 10 Dec 2022,Sat 10 Dec,2022-12-10,,"Margam Country Park, Margam, Port Talbot, SA13 2TJ ",Margam Country Park  Margam  Port Talbot  SA13 2TJ ,"Come and see Santa feed the deer at 11am. Dress up for a winter walk in the Park after you have seen him. See Santa feeding his deer at 11.00am. The Deer Feed will start promptly at 11am, please make sure that you arrive at least half an hour before to ensure you are in place on the Castle terrace. Latecomers may not be admitted, the Management reserves the right to refuse admission. Blue Badge Holders—Please arrive prior to 10.30am to ensure access to disabled car parking facilities located at the back of the castle. All dogs to be kept on leads. Following the Deer Feed, visit the Children's Village, Adventure Playground and Farm Trail.",Margam Park,./static/images/margam_logo.png,http://www.margamcountrypark.co.uk/,2022-12-18,6,Sun 18 Dec,18 Nov 2022 11:32
https://museum.wales//stfagans/whatson/11727/Father-Christmas-and-Friends/,Father Christmas And Friends,"10, 11 & 17 December, Timeslots 10am-5pm","10, 11 & 17 Dec",2022-12-10,,"St. Fagans, Cardiff CF5 6DP",St. Fagans  Cardiff CF5 6DP,"Father Christmas and his Elves will be visiting St Fagans Museum once again this year, and you&rsquo...",Museum Wales ,./static/images/st_fagans_favicon.svg,https://museum.wales/,2022-12-10,1,,18 Nov 2022 11:32
http://www.margamcountrypark.co.uk//2128?event_id=36185,'Elf Me' Workshops,Sat 10 Dec 2022,Sat 10 Dec,2022-12-10,,"Margam Country Park, Margam, Port Talbot, SA13 2TJ ",Margam Country Park  Margam  Port Talbot  SA13 2TJ ,"The ultimate Christmas experience which will transform YOU into a Margam Park Elf! Perfect for budding elves aged 3-12 years old who want to become official little helpers of Father Christmas. Expect fun, laughter, games, arts & crafts. Transform into a certified elf, complete with rosy red cheeks ready for Christmas action! The workshops are in Margam Castle (Drawing Room and Dining Room) and start at 9.15am, 11.30am and 1.45pm on each day of the deer feeds – ticket price includes watching Santa feed the Margam deer feed. -Please arrive 15 minutes before the session starts. -Parking for the 9.15 am session will be to the rear of the Castle (cars will not be able to leave until the Deer feed has finished and the all clear is given - approx 11.30) . -Parking for the 11.30 am and 1.45 pm sessions are in the main car park, disabled parking options are available. -The castle rooms can be chilly so dress up warm! Children £15, Adult £5 (to include a hot drink and a mince pie!).",Margam Park,./static/images/margam_logo.png,http://www.margamcountrypark.co.uk/,2022-12-18,18,Sun 18 Dec,18 Nov 2022 11:32
http://www.margamcountrypark.co.uk//2128?event_id=36184,'Elf Me' Workshops,Sat 10 Dec 2022,Sat 10 Dec,2022-12-10,,"Margam Country Park, Margam, Port Talbot, SA13 2TJ ",Margam Country Park  Margam  Port Talbot  SA13 2TJ ,"The ultimate Christmas experience which will transform YOU into a Margam Park Elf! Perfect for budding elves aged 3-12 years old who want to become official little helpers of Father Christmas. Expect fun, laughter, games, arts & crafts. Transform into a certified elf, complete with rosy red cheeks ready for Christmas action! The workshops are in Margam Castle (Drawing Room and Dining Room) and start at 9.15am, 11.30am and 1.45pm on each day of the deer feeds – ticket price includes watching Santa feed the Margam deer feed. -Please arrive 15 minutes before the session starts. -Parking for the 9.15 am session will be to the rear of the Castle (cars will not be able to leave until the Deer feed has finished and the all clear is given - approx 11.30) . -Parking for the 11.30 am and 1.45 pm sessions are in the main car park, disabled parking options are available. -The castle rooms can be chilly so dress up warm! Children £15, Adult £5 (to include a hot drink and a mince pie!).",Margam Park,./static/images/margam_logo.png,http://www.margamcountrypark.co.uk/,2022-12-18,18,Sun 18 Dec,18 Nov 2022 11:32
https://cadw.gov.wales/santas-grotto,Santa's Grotto,Sat 10 Dec                             - Sun 11 Dec 2022,Sat 10 Dec - Sun 11 Dec,2022-12-10,,Tretower Court and Castle,Tretower Court and Castle,"Santa’s giving his reindeer a brief rest and is staying at Tretower Court on 10 and 11 December! Santa’s Grotto: £5 per child to enter and receive a gift, while adults can soak in the festive spirit with some mulled wine and a mince pie. Booking required for the grotto. Tickets must be booked in advance - in person at Tretower Court and Castle. Admission prices still also apply to enter the site on the day for all visitors.",Cadw,https://cadw.gov.wales/themes/custom/cadw/img/favicon/favicon.ico,https://cadw.gov.wales/ ,2022-12-10,2,Sat 10 Dec,18 Nov 2022 11:32
http://www.margamcountrypark.co.uk//2128?event_id=34290,Luminate,Sat 10 Dec 2022,Sat 10 Dec,2022-12-10,,"Margam Country Park, Margam, Port Talbot, SA13 2TJ ",Margam Country Park  Margam  Port Talbot  SA13 2TJ ,"Following another sell-out year in 2021, Luminate Wales returns to Margam Country Park and Castle in Winter 2022. A spectacular, illuminated trail, full of wonder and intrigue, to delight and enthral your senses. As darkness descends, join us on our enchanting journey, as we weave a captivating light trail through the stunning, historic gardens of Margam Country Park and Castle. Immerse yourself in our mesmerising mile long walk, encapsulating some of your highlights from 2019 & 2020 along with stunning new elements, added to re-amaze you for 2022.  A Timeless experience to be enjoyed by all, young and old alike. The trail is open nightly from Thursday 17th November 2022 until Monday 2nd January 2023 (closed Christmas Day). Tickets must be pre-booked, online in advance.",Margam Park,./static/images/margam_logo.png,http://www.margamcountrypark.co.uk/,2023-01-02,44,Mon 02 Jan,18 Nov 2022 11:32
http://www.margamcountrypark.co.uk//2128?event_id=36186,'Elf Me' Workshops,Sun 11 Dec 2022,Sun 11 Dec,2022-12-11,,"Margam Country Park, Margam, Port Talbot, SA13 2TJ ",Margam Country Park  Margam  Port Talbot  SA13 2TJ ,"The ultimate Christmas experience which will transform YOU into a Margam Park Elf! Perfect for budding elves aged 3-12 years old who want to become official little helpers of Father Christmas. Expect fun, laughter, games, arts & crafts. Transform into a certified elf, complete with rosy red cheeks ready for Christmas action! The workshops are in Margam Castle (Drawing Room and Dining Room) and start at 9.15am, 11.30am and 1.45pm on each day of the deer feeds – ticket price includes watching Santa feed the Margam deer feed. -Please arrive 15 minutes before the session starts. -Parking for the 9.15 am session will be to the rear of the Castle (cars will not be able to leave until the Deer feed has finished and the all clear is given - approx 11.30) . -Parking for the 11.30 am and 1.45 pm sessions are in the main car park, disabled parking options are available. -The castle rooms can be chilly so dress up warm! Children £15, Adult £5 (to include a hot drink and a mince pie!).",Margam Park,./static/images/margam_logo.png,http://www.margamcountrypark.co.uk/,2022-12-18,18,Sun 18 Dec,18 Nov 2022 11:32
http://www.margamcountrypark.co.uk//2128?event_id=36199,Santa Deer Feeds,Sun 11 Dec 2022,Sun 11 Dec,2022-12-11,,"Margam Country Park, Margam, Port Talbot, SA13 2TJ ",Margam Country Park  Margam  Port Talbot  SA13 2TJ ,"Come and see Santa feed the deer at 11am. Dress up for a winter walk in the Park after you have seen him. See Santa feeding his deer at 11.00am. The Deer Feed will start promptly at 11am, please make sure that you arrive at least half an hour before to ensure you are in place on the Castle terrace. Latecomers may not be admitted, the Management reserves the right to refuse admission. Blue Badge Holders—Please arrive prior to 10.30am to ensure access to disabled car parking facilities located at the back of the castle. All dogs to be kept on leads. Following the Deer Feed, visit the Children's Village, Adventure Playground and Farm Trail.",Margam Park,./static/images/margam_logo.png,http://www.margamcountrypark.co.uk/,2022-12-18,6,Sun 18 Dec,18 Nov 2022 11:32
http://www.margamcountrypark.co.uk//2128?event_id=36187,'Elf Me' Workshops,Sun 11 Dec 2022,Sun 11 Dec,2022-12-11,,"Margam Country Park, Margam, Port Talbot, SA13 2TJ ",Margam Country Park  Margam  Port Talbot  SA13 2TJ ,"The ultimate Christmas experience which will transform YOU into a Margam Park Elf! Perfect for budding elves aged 3-12 years old who want to become official little helpers of Father Christmas. Expect fun, laughter, games, arts & crafts. Transform into a certified elf, complete with rosy red cheeks ready for Christmas action! The workshops are in Margam Castle (Drawing Room and Dining Room) and start at 9.15am, 11.30am and 1.45pm on each day of the deer feeds – ticket price includes watching Santa feed the Margam deer feed. -Please arrive 15 minutes before the session starts. -Parking for the 9.15 am session will be to the rear of the Castle (cars will not be able to leave until the Deer feed has finished and the all clear is given - approx 11.30) . -Parking for the 11.30 am and 1.45 pm sessions are in the main car park, disabled parking options are available. -The castle rooms can be chilly so dress up warm! Children £15, Adult £5 (to include a hot drink and a mince pie!).",Margam Park,./static/images/margam_logo.png,http://www.margamcountrypark.co.uk/,2022-12-18,18,Sun 18 Dec,18 Nov 2022 11:32
https://www.visitthevale.com/events/santa-fun-run,Santa Fun Run,"December 11, 2022/December 11, 2022",Sun 11 Dec - Sun 11 Dec,2022-12-11,,Barry Island,Barry Island,The Annual Santa Fun Run is held at Barry Island each year and organised by Barry Town Council.,Visit the Vale,https://global-uploads.webflow.com/6023f273f06914e9f46f193b/60509a2e9b7a8c2f25a0b4c7_Site%20Icon.png,https://www.visitthevale.com,2022-12-11,1,,18 Nov 2022 11:32
http://www.margamcountrypark.co.uk//2128?event_id=36188,'Elf Me' Workshops,Sun 11 Dec 2022,Sun 11 Dec,2022-12-11,,"Margam Country Park, Margam, Port Talbot, SA13 2TJ ",Margam Country Park  Margam  Port Talbot  SA13 2TJ ,"The ultimate Christmas experience which will transform YOU into a Margam Park Elf! Perfect for budding elves aged 3-12 years old who want to become official little helpers of Father Christmas. Expect fun, laughter, games, arts & crafts. Transform into a certified elf, complete with rosy red cheeks ready for Christmas action! The workshops are in Margam Castle (Drawing Room and Dining Room) and start at 9.15am, 11.30am and 1.45pm on each day of the deer feeds – ticket price includes watching Santa feed the Margam deer feed. -Please arrive 15 minutes before the session starts. -Parking for the 9.15 am session will be to the rear of the Castle (cars will not be able to leave until the Deer feed has finished and the all clear is given - approx 11.30) . -Parking for the 11.30 am and 1.45 pm sessions are in the main car park, disabled parking options are available. -The castle rooms can be chilly so dress up warm! Children £15, Adult £5 (to include a hot drink and a mince pie!).",Margam Park,./static/images/margam_logo.png,http://www.margamcountrypark.co.uk/,2022-12-18,18,Sun 18 Dec,18 Nov 2022 11:32
http://www.margamcountrypark.co.uk//2128?event_id=34291,Luminate,Sun 11 Dec 2022,Sun 11 Dec,2022-12-11,,"Margam Country Park, Margam, Port Talbot, SA13 2TJ ",Margam Country Park  Margam  Port Talbot  SA13 2TJ ,"Following another sell-out year in 2021, Luminate Wales returns to Margam Country Park and Castle in Winter 2022. A spectacular, illuminated trail, full of wonder and intrigue, to delight and enthral your senses. As darkness descends, join us on our enchanting journey, as we weave a captivating light trail through the stunning, historic gardens of Margam Country Park and Castle. Immerse yourself in our mesmerising mile long walk, encapsulating some of your highlights from 2019 & 2020 along with stunning new elements, added to re-amaze you for 2022.  A Timeless experience to be enjoyed by all, young and old alike. The trail is open nightly from Thursday 17th November 2022 until Monday 2nd January 2023 (closed Christmas Day). Tickets must be pre-booked, online in advance.",Margam Park,./static/images/margam_logo.png,http://www.margamcountrypark.co.uk/,2023-01-02,44,Mon 02 Jan,18 Nov 2022 11:32
https://www.eventbrite.co.uk/e/festive-film-and-afternoon-tea-at-st-donats-castle-tickets-423955280657,Festive Film And Afternoon Tea At St Donat's Castle,"Sun, 11 December 2022, 13:30 – 17:30 GMT",Sun 11 Dec,2022-12-11,,"UWC Atlantic College St Donat's Castle, Saint Donats, CF61 1WF",UWC Atlantic College St Donat's Castle  Saint Donats  CF61 1WF,"A  joyful family-friendly celebration, enjoy a delicious festive themed afternoon tea, screening of ‘Elf' and a visit from Santa himself",UWC Atlantic College,https://www.uwcatlanticexperience.com/wp-content/uploads/2022/02/cropped-UWC-Fav-Icon-U-32x32.png ,https://www.uwcatlanticexperience.com/ ,2022-12-11,2,Sun 11 Dec,18 Nov 2022 11:32
https://www.eventbrite.co.uk/e/festive-film-and-brunch-at-st-donats-castle-tickets-429178503457,Festive Film And Brunch At St Donat's Castle,"Sun, 11 December 2022, 09:30 – 12:30 GMT",Sun 11 Dec,2022-12-11,,"UWC Atlantic College St Donat's Castle, Saint Donats, CF61 1WF",UWC Atlantic College St Donat's Castle  Saint Donats  CF61 1WF,Start the day with festive cheer and join us at the magical St Donat's Castle for family brunch in the grand hogwarts-esque Dining Hall.,UWC Atlantic College,https://www.uwcatlanticexperience.com/wp-content/uploads/2022/02/cropped-UWC-Fav-Icon-U-32x32.png ,https://www.uwcatlanticexperience.com/ ,2022-12-11,1,,18 Nov 2022 11:32
https://museum.wales//slate/whatson/11794/A-Little-Christmas-Cheer-/,A Little Christmas Cheer! ,"11 December 2022, 11.30am - 3pm",Sun 11 Dec,2022-12-11,,"St. Fagans, Cardiff CF5 6DP",St. Fagans  Cardiff CF5 6DP,Come and join us for 'A Little Christmas Cheer' at the National Slate Museum! Step out of the c...,Museum Wales ,./static/images/st_fagans_favicon.svg,https://museum.wales/,2022-12-11,1,,18 Nov 2022 11:32
http://www.margamcountrypark.co.uk//2128?event_id=34292,Luminate,Mon 12 Dec 2022,Mon 12 Dec,2022-12-12,,"Margam Country Park, Margam, Port Talbot, SA13 2TJ ",Margam Country Park  Margam  Port Talbot  SA13 2TJ ,"Following another sell-out year in 2021, Luminate Wales returns to Margam Country Park and Castle in Winter 2022. A spectacular, illuminated trail, full of wonder and intrigue, to delight and enthral your senses. As darkness descends, join us on our enchanting journey, as we weave a captivating light trail through the stunning, historic gardens of Margam Country Park and Castle. Immerse yourself in our mesmerising mile long walk, encapsulating some of your highlights from 2019 & 2020 along with stunning new elements, added to re-amaze you for 2022.  A Timeless experience to be enjoyed by all, young and old alike. The trail is open nightly from Thursday 17th November 2022 until Monday 2nd January 2023 (closed Christmas Day). Tickets must be pre-booked, online in advance.",Margam Park,./static/images/margam_logo.png,http://www.margamcountrypark.co.uk/,2023-01-02,44,Mon 02 Jan,18 Nov 2022 11:32
https://www.eventbrite.co.uk/e/st-donats-castle-tour-and-festive-afternoon-tea-tickets-432684038607,St Donat's Castle Tour And Festive Afternoon Tea,"Tue, 13 December 2022, 13:30 – 16:30 GMT",Tue 13 Dec,2022-12-13,,"UWC Atlantic College, Llantwit Major, CF61 1WF",UWC Atlantic College  Llantwit Major  CF61 1WF,Explore St Donat's hidden delights on your guided tour through the Castle and enjoy a Festive Afternoon Tea,UWC Atlantic College,https://www.uwcatlanticexperience.com/wp-content/uploads/2022/02/cropped-UWC-Fav-Icon-U-32x32.png ,https://www.uwcatlanticexperience.com/ ,2022-12-13,1,,18 Nov 2022 11:32
http://www.margamcountrypark.co.uk//2128?event_id=34293,Luminate,Tue 13 Dec 2022,Tue 13 Dec,2022-12-13,,"Margam Country Park, Margam, Port Talbot, SA13 2TJ ",Margam Country Park  Margam  Port Talbot  SA13 2TJ ,"Following another sell-out year in 2021, Luminate Wales returns to Margam Country Park and Castle in Winter 2022. A spectacular, illuminated trail, full of wonder and intrigue, to delight and enthral your senses. As darkness descends, join us on our enchanting journey, as we weave a captivating light trail through the stunning, historic gardens of Margam Country Park and Castle. Immerse yourself in our mesmerising mile long walk, encapsulating some of your highlights from 2019 & 2020 along with stunning new elements, added to re-amaze you for 2022.  A Timeless experience to be enjoyed by all, young and old alike. The trail is open nightly from Thursday 17th November 2022 until Monday 2nd January 2023 (closed Christmas Day). Tickets must be pre-booked, online in advance.",Margam Park,./static/images/margam_logo.png,http://www.margamcountrypark.co.uk/,2023-01-02,44,Mon 02 Jan,18 Nov 2022 11:32
http://www.margamcountrypark.co.uk//2128?event_id=34294,Luminate,Wed 14 Dec 2022,Wed 14 Dec,2022-12-14,,"Margam Country Park, Margam, Port Talbot, SA13 2TJ ",Margam Country Park  Margam  Port Talbot  SA13 2TJ ,"Following another sell-out year in 2021, Luminate Wales returns to Margam Country Park and Castle in Winter 2022. A spectacular, illuminated trail, full of wonder and intrigue, to delight and enthral your senses. As darkness descends, join us on our enchanting journey, as we weave a captivating light trail through the stunning, historic gardens of Margam Country Park and Castle. Immerse yourself in our mesmerising mile long walk, encapsulating some of your highlights from 2019 & 2020 along with stunning new elements, added to re-amaze you for 2022.  A Timeless experience to be enjoyed by all, young and old alike. The trail is open nightly from Thursday 17th November 2022 until Monday 2nd January 2023 (closed Christmas Day). Tickets must be pre-booked, online in advance.",Margam Park,./static/images/margam_logo.png,http://www.margamcountrypark.co.uk/,2023-01-02,44,Mon 02 Jan,18 Nov 2022 11:32
http://www.margamcountrypark.co.uk//2128?event_id=34295,Luminate,Thu 15 Dec 2022,Thu 15 Dec,2022-12-15,,"Margam Country Park, Margam, Port Talbot, SA13 2TJ ",Margam Country Park  Margam  Port Talbot  SA13 2TJ ,"Following another sell-out year in 2021, Luminate Wales returns to Margam Country Park and Castle in Winter 2022. A spectacular, illuminated trail, full of wonder and intrigue, to delight and enthral your senses. As darkness descends, join us on our enchanting journey, as we weave a captivating light trail through the stunning, historic gardens of Margam Country Park and Castle. Immerse yourself in our mesmerising mile long walk, encapsulating some of your highlights from 2019 & 2020 along with stunning new elements, added to re-amaze you for 2022.  A Timeless experience to be enjoyed by all, young and old alike. The trail is open nightly from Thursday 17th November 2022 until Monday 2nd January 2023 (closed Christmas Day). Tickets must be pre-booked, online in advance.",Margam Park,./static/images/margam_logo.png,http://www.margamcountrypark.co.uk/,2023-01-02,44,Mon 02 Jan,18 Nov 2022 11:32
https://museum.wales//whatson/digital/11273/Open-Meeting-of-the-Board-of-Trustees/,Open Meeting Of The Board Of Trustees,"15 December 2022, 10.30am-1pm",Thu 15 Dec,2022-12-15,,"St. Fagans, Cardiff CF5 6DP",St. Fagans  Cardiff CF5 6DP,Members of the public who are interested in Amgueddfa Cymru's work are invited to observe the&n...,Museum Wales ,./static/images/st_fagans_favicon.svg,https://museum.wales/,2022-12-15,1,,18 Nov 2022 11:32
https://www.eventbrite.co.uk/e/christmas-wreath-making-workshop-at-st-donats-castle-tickets-421309707677,Christmas Wreath Making Workshop At St Donat's Castle,"Thu, 15 December 2022, 18:30 – 21:30 GMT",Thu 15 Dec,2022-12-15,,"UWC Atlantic College St Donat's Castle, Saint Donats, CF61 1WF",UWC Atlantic College St Donat's Castle  Saint Donats  CF61 1WF,Let Wild Meadow Floral guide you as you create your statement wreath to proudly hang on your front door this Christmas.,UWC Atlantic College,https://www.uwcatlanticexperience.com/wp-content/uploads/2022/02/cropped-UWC-Fav-Icon-U-32x32.png ,https://www.uwcatlanticexperience.com/ ,2022-12-15,1,,18 Nov 2022 11:32
https://museum.wales//whatson/digital/11775/Museum-Talks--Saturnalia-and-the-Roman-Origins-of-Christmas-and-its-Customs-/,Museum Talks:  Saturnalia And The Roman Origins Of Christmas And Its Customs ,"15 December 2022, 6 - 6:45pm",Thu 15 Dec,2022-12-15,,"St. Fagans, Cardiff CF5 6DP",St. Fagans  Cardiff CF5 6DP,Why do many people decorate their homes with evergreens in the depths of winter?  Why does Brit...,Museum Wales ,./static/images/st_fagans_favicon.svg,https://museum.wales/,2022-12-15,1,,18 Nov 2022 11:32
http://www.margamcountrypark.co.uk//2128?event_id=34296,Luminate,Fri 16 Dec 2022,Fri 16 Dec,2022-12-16,,"Margam Country Park, Margam, Port Talbot, SA13 2TJ ",Margam Country Park  Margam  Port Talbot  SA13 2TJ ,"Following another sell-out year in 2021, Luminate Wales returns to Margam Country Park and Castle in Winter 2022. A spectacular, illuminated trail, full of wonder and intrigue, to delight and enthral your senses. As darkness descends, join us on our enchanting journey, as we weave a captivating light trail through the stunning, historic gardens of Margam Country Park and Castle. Immerse yourself in our mesmerising mile long walk, encapsulating some of your highlights from 2019 & 2020 along with stunning new elements, added to re-amaze you for 2022.  A Timeless experience to be enjoyed by all, young and old alike. The trail is open nightly from Thursday 17th November 2022 until Monday 2nd January 2023 (closed Christmas Day). Tickets must be pre-booked, online in advance.",Margam Park,./static/images/margam_logo.png,http://www.margamcountrypark.co.uk/,2023-01-02,44,Mon 02 Jan,18 Nov 2022 11:32
https://cadw.gov.wales/christmas,Christmas,Sat 17 Dec                             - Fri 23 Dec 2022,Sat 17 Dec - Fri 23 Dec,2022-12-17,,Caerphilly Castle,Caerphilly Castle,"Grab your gloves, layer up and get ready for the festive season, with a trip to Caerphilly Castle this December! We kick off the festive period with a face painter - on Saturday 17 and Sunday 18; Between 17 and 23 you can write and post your letter to Santa from here; And come and decorate your own Christmas card and take home an origami star for the Christmas tree!  ",Cadw,https://cadw.gov.wales/themes/custom/cadw/img/favicon/favicon.ico,https://cadw.gov.wales/ ,2022-12-17,1,,18 Nov 2022 11:32
https://museum.wales//stfagans/whatson/11683/Carols-in-the-Chapel-/,Carols In The Chapel ,17–18 December 2022,Sat 17 Dec – Sun 18 Dec,2022-12-17,,"St. Fagans, Cardiff CF5 6DP",St. Fagans  Cardiff CF5 6DP,There’s nothing like a bit of carol singing to get you in the mood for the festive season.&nbs...,Museum Wales ,./static/images/st_fagans_favicon.svg,https://museum.wales/,2022-12-17,1,,18 Nov 2022 11:32
