link,container,search,mode,url_type,title_method,title_tag,title_attr,title_attr_name,title_split,start_date_tag,start_date_attr,start_date_attr_name,start_date_split,end_date_tag,end_date_attr,end_date_attr_name,end_date_split,start_end_date_split,time_method,time_tag,time_attr,time_attr_name,time_split,start_end_time_split,address_method,address_tag,address_attr,address_attr_name,address_split,info_method,info_tag,info_attr,info_attr_name,info_split
https://www.visitthevale.com/events/,,/events/,search,relative,meta,content,property,og:title,-999,div,class,small-paragraph inline-text,0,div,class,small-paragraph inline-text,2,-999,,,,,,,tag,div,class,small-paragraph no-margin,-999,meta,content,property,og:description,-999
https://cadw.gov.wales/visit/whats-on/find-a-cadw-event,,teaser__link,direct,absolute,tag,h1,class,banner__title,-999,div,class,banner__date,0,div,class,banner__date,0,-,tag,div,class,banner__date,1,-,tag,p,class,banner__subtitle,-999,meta,content,name,description,-999
https://www.cardiffcastle.com/events/,ajaxwrap,/events/,search,absolute,tag,h1,class,singlewrap-title FadeIn,-999,p,class,eventdetail-text,0,p,class,eventdetail-text,0,-,tag,p,class,eventdetail-text,1,-,tag,p,class,eventdetail-text,-1,meta,content,property,og:description,-999
https://www.uwcatlanticexperience.com/event/,,eventbrite,search,absolute,tag,h1,class,event-title,-999,div,class,date-and-time,0,div,class,date-and-time,0,-999,meta,meta,data-testid,event-start-date-tz,0,-,meta,value,name,twitter:data1,-999,tag,p,class,summary,-999
